early_cs_per_min,early_vision_per_min,early_deaths_per_min,early_kill_participation,early_damage_share,early_solo_kills,early_objective_proximity,mid_cs_per_min,mid_vision_per_min,mid_deaths_per_min,mid_kill_participation,mid_damage_share,mid_solo_kills,mid_objective_proximity,late_cs_per_min,late_vision_per_min,late_deaths_per_min,late_kill_participation,late_damage_share,late_solo_kills,late_objective_proximity,early_first_blood_involved,puuid,match_id,patch,early_duration_min,mid_duration_min,late_duration_min,win,tier
6.4785,0.3239,0.0,0.0,0.1064,0,0.0,5.487,0.4841,0.2421,0.5556,0.141,0.0,0.25,3.3009,0.3809,0.2539,1.0,0.0738,0.0,0.2222,0,mQaZY0UMIUdRoyt3AY_tJ8ncG1xVgnq2qzTqBvaL4DaCYgRp2ByanI82dNd4Zj1J2TghA25SCQLo_g,BR1_3276021482,16.16,12.349,12.393,7.877,0,DIAMOND
7.1413,0.3007,0.1503,0.5,0.2765,1,0.0,9.0481,0.4113,0.0,0.5714,0.3726,2.0,0.2857,3.9064,0.4883,0.0,0.8571,0.3367,0.0,0.2,0,WS52Iq3Ww4L6dzr2OoEBOjwaBZHKKSDFrrM4NT736lGxlBnXCWdx0KPuuhYmJHJLIoHcZ99m5tlIAQ,BR1_3269274958,16.15,13.303,9.726,4.096,1,DIAMOND
6.2621,0.404,0.101,0.3333,0.245,1,0.0,7.6214,0.4011,0.1605,0.2,0.1705,0.0,0.125,18.6379,0.0,0.0,0.0,0.0,0.0,0.0,0,c5_oshoYDk5c1XqVDFkXT43qRTClRqtywvpHdMIdZi8VpB2J4dgtrR8O-NCsOdkV0ZAbl4XmLB1ktA,BR1_3276008754,16.16,9.901,12.465,0.215,1,DIAMOND
6.5193,0.4233,0.1693,0.5455,0.2114,3,0.0,7.181,0.2023,0.1011,0.4,0.146,0.0,0.1429,8.5217,0.0,0.0,0.4444,0.1876,0.0,0.25,1,c5_oshoYDk5c1XqVDFkXT43qRTClRqtywvpHdMIdZi8VpB2J4dgtrR8O-NCsOdkV0ZAbl4XmLB1ktA,BR1_3275920743,16.16,11.811,9.887,3.872,1,DIAMOND
8.1429,0.1429,0.1429,0.3889,0.3044,2,0.0,10.2888,0.0,0.0,0.8462,0.2328,0.0,0.1111,10.1889,0.0,0.0,0.8,0.3104,2.0,0.1667,0,jSLm-QHJiRyvkrr_o_Rtq1aiu3y_mc09_TkiuNull3-ahuHOYhk-IqYNPzEw6G6Xq2WiJo3_H3ECfg,NA1_5634515054,16.17,14.0,7.095,5.791,1,DIAMOND
7.2143,0.3571,0.1429,0.5,0.2285,0,0.0,10.5823,0.2205,0.3307,0.5,0.3043,0.0,0.0833,4.3148,0.3596,0.3596,0.6667,0.1119,0.0,0.125,0,jSLm-QHJiRyvkrr_o_Rtq1aiu3y_mc09_TkiuNull3-ahuHOYhk-IqYNPzEw6G6Xq2WiJo3_H3ECfg,NA1_5634455095,16.17,14.0,9.072,5.562,0,DIAMOND
7.0595,0.3486,0.2615,0.8333,0.3367,1,0.0,9.1175,0.2049,0.3073,0.6471,0.1727,0.0,0.1111,8.7077,0.311,0.311,0.7143,0.2892,0.0,0.2727,0,jSLm-QHJiRyvkrr_o_Rtq1aiu3y_mc09_TkiuNull3-ahuHOYhk-IqYNPzEw6G6Xq2WiJo3_H3ECfg,NA1_5634443520,16.17,11.474,9.761,6.431,0,DIAMOND
9.7462,0.3276,0.1638,0.3636,0.2149,0,0.0,7.3175,0.4878,0.4878,0.3636,0.1907,1.0,0.1111,5.3864,0.5713,0.4081,0.2857,0.1648,0.0,0.1538,0,jSLm-QHJiRyvkrr_o_Rtq1aiu3y_mc09_TkiuNull3-ahuHOYhk-IqYNPzEw6G6Xq2WiJo3_H3ECfg,NA1_5634161210,16.17,12.21,10.249,12.253,0,DIAMOND
7.6588,0.3647,0.2188,0.1667,0.2556,1,0.0,5.4658,0.0,0.5577,0.4286,0.1967,0.0,0.2222,8.3652,0.0,0.4141,0.5,0.129,0.0,0.25,0,jSLm-QHJiRyvkrr_o_Rtq1aiu3y_mc09_TkiuNull3-ahuHOYhk-IqYNPzEw6G6Xq2WiJo3_H3ECfg,NA1_5634119337,16.17,13.71,8.965,12.074,1,DIAMOND
6.8571,0.2857,0.1429,0.6,0.3281,1,0.0,5.792,0.3342,0.3342,0.4667,0.2546,1.0,0.1,2.5267,0.4459,0.4459,0.5556,0.1787,0.0,0.0,0,gp3hII79JnPg18K5v6RGQe-CAPbt_ryDSaSsVGiM0dbv47toSjLl3ehm6p0bkxfubTkD9pDo1sloNg,BR1_3279154546,16.17,14.0,8.978,6.728,1,DIAMOND
6.063,0.3368,0.2526,0.2222,0.305,1,0.0,6.5744,0.3925,0.3925,0.25,0.2122,1.0,0.3,4.578,0.5722,0.2861,0.0,0.2821,0.0,0.0,1,gp3hII79JnPg18K5v6RGQe-CAPbt_ryDSaSsVGiM0dbv47toSjLl3ehm6p0bkxfubTkD9pDo1sloNg,BR1_3279144663,16.17,11.875,10.191,3.495,0,DIAMOND
7.4402,0.3068,0.0767,0.1667,0.2257,0,0.0,7.4898,0.0,0.4406,0.0,0.109,0.0,0.2,,,,,,,,0,gp3hII79JnPg18K5v6RGQe-CAPbt_ryDSaSsVGiM0dbv47toSjLl3ehm6p0bkxfubTkD9pDo1sloNg,BR1_3279137999,16.17,13.037,2.27,0.0,0,DIAMOND
6.6123,0.2907,0.218,0.0909,0.1589,0,0.0,8.4955,0.0,0.2832,0.0909,0.1351,0.0,0.0909,7.2422,0.2733,0.2733,0.4375,0.1281,0.0,0.125,0,CmYQ8DntuLwmSNqpao22Xuc4A81IKtEkanQWM_V5md3dQogaRznlwp6QGoYY93BON1fbP4ez7ky9fg,BR1_3265197403,16.14,13.762,7.063,7.318,1,DIAMOND
6.7016,0.2259,0.3765,0.0,0.2111,0,0.0,10.3096,0.3555,0.0,0.0,0.0404,0.0,0.0,,,,,,,,0,CmYQ8DntuLwmSNqpao22Xuc4A81IKtEkanQWM_V5md3dQogaRznlwp6QGoYY93BON1fbP4ez7ky9fg,BR1_3264597060,16.14,13.28,2.813,0.0,0,DIAMOND
5.2566,0.3447,0.1723,0.1429,0.1173,0,0.0,10.1322,0.3166,0.0,0.4444,0.1836,1.0,0.0714,,,,,,,,0,CBBTp8jXNrB9D0yfE1B5QVSz5gnWA65GC2O8HbtvRjWwnyiZjgSZeOtCfM2yvzDf807zdSjTFqr-3g,BR1_3278714189,16.17,11.604,9.475,0.0,0,DIAMOND
8.7697,0.316,0.079,0.0,0.1034,0,0.0,10.6078,0.4041,0.2021,0.2,0.0784,0.0,0.0,7.6355,0.429,0.3432,1.0,0.2332,1.0,0.2857,0,CBBTp8jXNrB9D0yfE1B5QVSz5gnWA65GC2O8HbtvRjWwnyiZjgSZeOtCfM2yvzDf807zdSjTFqr-3g,BR1_3266568668,16.14,12.657,9.898,11.656,0,DIAMOND
7.073,0.1938,0.1938,0.2727,0.1593,2,0.0,6.6482,0.4054,0.1622,0.6667,0.3523,4.0,0.0,2.788,0.2323,0.3872,0.4615,0.4134,0.0,0.0,0,ImEELCf_EIVYjq07BkysIQcy_kJbb6p_b8yrSzdG_rXSWstUFT06VeJzCiFVwGh7MxKCX74Vj148Ag,BR1_3273134852,16.16,10.321,12.334,12.912,0,DIAMOND
8.1833,0.4262,0.0852,0.3333,0.2026,0,0.0,11.1844,0.7045,0.1761,0.6,0.3339,3.0,0.0,5.3091,0.3636,0.4364,0.5385,0.177,0.0,0.0526,0,dK5a5HQ4izFqM3KF-o5q5LeavN6kgLEHiq9TJQMd6QoBcJYalT-ditkQSonkIIEbpGMIdn2vyRiBYA,BR1_3278908208,16.17,11.731,11.355,13.75,0,DIAMOND
8.2085,0.3665,0.0733,0.2105,0.162,0,0.0,9.5522,0.4603,0.1151,0.25,0.143,1.0,0.0,,,,,,,,0,dK5a5HQ4izFqM3KF-o5q5LeavN6kgLEHiq9TJQMd6QoBcJYalT-ditkQSonkIIEbpGMIdn2vyRiBYA,BR1_3278901107,16.17,13.644,8.689,0.0,1,DIAMOND
6.5,0.5714,0.0714,0.8,0.3896,3,0.0,10.0,0.4545,0.2727,0.0,0.158,0.0,0.1111,8.5007,0.7556,0.3778,0.6667,0.2015,0.0,0.25,1,dK5a5HQ4izFqM3KF-o5q5LeavN6kgLEHiq9TJQMd6QoBcJYalT-ditkQSonkIIEbpGMIdn2vyRiBYA,BR1_3275784187,16.16,14.0,11.0,5.294,0,DIAMOND
9.0696,0.3074,0.1537,0.25,0.2548,1,0.0,5.4938,0.4578,0.4578,0.0,0.2609,0.0,0.0,,,,,,,,0,dK5a5HQ4izFqM3KF-o5q5LeavN6kgLEHiq9TJQMd6QoBcJYalT-ditkQSonkIIEbpGMIdn2vyRiBYA,BR1_3275759481,16.16,13.011,2.184,0.0,0,DIAMOND
8.0077,0.3022,0.1511,0.3333,0.3029,1,,,,,,,,,,,,,,,,0,dK5a5HQ4izFqM3KF-o5q5LeavN6kgLEHiq9TJQMd6QoBcJYalT-ditkQSonkIIEbpGMIdn2vyRiBYA,BR1_3275738788,16.16,6.619,0.0,0.0,1,DIAMOND
7.4359,0.3575,0.2145,0.5556,0.2725,1,0.0,10.1167,0.285,0.1425,0.3333,0.3675,0.0,0.125,13.3884,0.2391,0.0,0.5,0.3699,0.0,0.1667,0,dEL_MT3prtQln5FcLsHbQV2TdwDO7Ub7HKal0Y6SBcO_EF4CMnEFghRozKLLRWnQ66T3OdUFk_sjcA,BR1_3266240735,16.14,13.986,7.018,4.183,0,DIAMOND
5.13,0.3872,0.2904,0.2222,0.1229,0,0.0,6.0674,0.3409,0.1363,0.375,0.2193,0.0,0.3333,8.4725,0.2201,0.3301,0.4,0.0971,0.0,0.2857,1,dEL_MT3prtQln5FcLsHbQV2TdwDO7Ub7HKal0Y6SBcO_EF4CMnEFghRozKLLRWnQ66T3OdUFk_sjcA,BR1_3266230306,16.14,10.331,14.669,9.088,0,DIAMOND
9.5876,0.3632,0.0,0.1429,0.1864,1,0.0,10.3023,0.4121,0.0,0.6316,0.3165,2.0,0.2,10.6293,0.4621,0.0,0.2,0.2456,0.0,0.375,0,dEL_MT3prtQln5FcLsHbQV2TdwDO7Ub7HKal0Y6SBcO_EF4CMnEFghRozKLLRWnQ66T3OdUFk_sjcA,BR1_3266194341,16.14,13.768,9.707,2.164,1,DIAMOND
