early_cs_per_min,early_vision_per_min,early_deaths_per_min,early_kill_participation,early_damage_share,early_solo_kills,early_objective_proximity,mid_cs_per_min,mid_vision_per_min,mid_deaths_per_min,mid_kill_participation,mid_damage_share,mid_solo_kills,mid_objective_proximity,late_cs_per_min,late_vision_per_min,late_deaths_per_min,late_kill_participation,late_damage_share,late_solo_kills,late_objective_proximity,early_first_blood_involved,puuid,match_id,patch,early_duration_min,mid_duration_min,late_duration_min,win
7.2709,0.1691,0.0845,0.3,0.2525,1,0.2,6.5636,0.1526,0.3816,0.5,0.2301,1,0.1538,4.5653,0.6522,0.6522,1.0,0.2209,0.0,0.6667,0,A821OP-5dxawAlButOgGyKxGn9AiET1ryOsqmxOv2fKotNC9c6pOxYXlh_IROJz2qTCzVh1UnLKaDQ,BR1_3249458004,16.11,11.828,13.103,1.533,0
5.774,0.3447,0.3447,0.5,0.1967,1,0.0,3.0907,0.1145,0.6868,0.7,0.1982,0,0.1111,6.024,0.5476,0.2738,0.6667,0.1281,0.0,0.0,0,WfQFroIeu7S-hjA5QQlOPfCO8tLhyzdrtEt3WmXiAwE-h8t6kI1Ze18Nh6SKWXqbTqm4YSwk2aQA9g,BR1_3252855502,16.12,11.604,8.736,3.652,0
7.7936,0.382,0.0764,0.2308,0.2037,2,0.0,5.2886,0.4197,0.2518,0.4583,0.2273,0,0.1,6.6842,0.557,0.1393,0.4706,0.1897,0.0,0.25,0,VojWyX4Iamqxr8-aP1XLF6vqCSzK_PSVUhngKXKPDG4gkhm9YLPtzqdnNVkkYqf38KR4p7pPFUZMiA,BR1_3252805194,16.12,13.088,11.912,7.181,1
0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,E_Hyj5N6NU7iTCdB2kUCdLvjMtldL52ySWByt4Z3gfp148CIsIeTXm0RMmLpDocaPF0dIgaLkVddUw,BR1_3252077883,16.12,14.0,11.0,-23.377,0
7.0714,0.2857,0.2143,0.375,0.1542,1,0.0,7.0803,0.4227,0.4227,0.1875,0.1953,1,0.1,7.1164,0.7491,0.1248,0.5625,0.1736,1.0,0.1429,0,bnOFktu2-P3JoT34frC1ydmRqDpMqP7dIi2EQMHovxWSdq5X_uFt-1j3BcYYbtJ2cWR26TVYOaK9xw,BR1_3252673397,16.12,14.0,9.463,8.01,1
4.1812,0.2613,0.3484,0.2727,0.2548,2,0.0,4.8816,0.3698,0.3698,0.5556,0.2806,1,0.0833,2.8209,0.4592,0.4592,0.381,0.147,0.0,0.0,0,P10SjysnZuhSSNxunhY4OPBPXn5i7ek-B0NMAvY6quyYUf46IxDSpF1K1MDteulie3BbXBE8SNBJvg,BR1_3252863579,16.12,11.48,13.52,15.243,1
5.4713,0.2189,0.2189,0.7692,0.3059,0,0.0,5.4335,0.5573,0.1393,0.6667,0.1827,0,0.1429,3.7906,0.1264,0.2527,0.7857,0.2412,0.0,0.1579,0,ruLYKaIBUeib7jjXbTyP1DjoY7h6YnGiwxqZzz1RuUBeBNLRNiG0Kp0VqM4IGl189jbQw8iZfXpYvg,BR1_3252650714,16.12,13.708,7.178,15.829,0
6.308,0.3115,0.1558,0.4545,0.335,3,0.0,3.9476,0.0822,0.2467,1.0,0.2086,1,0.1,,,,,,,,0,zqMhO1YX_oxAT-c-xc0qppWBuRfWw6dgR3eCcor6LOYUfBJQL6tdgAp6rHVsK02snuhJt3aSKwCJqA,BR1_3252829346,16.12,12.841,12.159,-5.054,0
7.7391,0.0932,0.0,0.3,0.2716,1,0.0,7.2599,0.363,0.2904,0.5,0.2614,1,0.1667,4.5604,0.0991,0.2974,0.5278,0.2659,2.0,0.1667,0,3I-6NjJfuLV_qTs1iF5oxLJEqAukYo-XdZ8IzvviyU7oaLyELezCrFBcYXsCegQkyiB2IrnJ_xa-Qg,BR1_3252050630,16.12,10.725,13.774,20.173,0
5.7508,0.3783,0.0757,0.5,0.2461,2,0.0,5.9089,0.5183,0.1037,0.3333,0.071,0,0.1,4.7761,0.0,0.2239,0.6,0.1549,2.0,0.0,1,Bklpq3TNOH0qMzvqJ68Jz5HfxHClF1MHGHeQtHe6zgGfZ0aNz4cE4SMltZdRuWhYafULGQua4xP3kQ,BR1_3252270909,16.12,13.216,9.647,13.4,0
6.0905,0.3206,0.0801,0.125,0.162,0,0.5,3.2744,0.1597,0.0799,0.0,0.0767,0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,,0,0DDlx4jWKb2TwTD_n9096jPYvQithEzVzfBPTZ_9JF4AlgLp-MF41GqNbw1prpzvWrZGiuDhxJ5QGQ,BR1_3252212488,16.12,12.478,12.522,1.643,0
6.3333,0.2533,0.1689,0.3077,0.1876,2,0.0,5.244,0.304,0.228,0.5,0.3121,4,0.125,,,,,,,,0,f_sKjC_jT_uVFmw_P9yYuS3xiURzydAf5BgIWs_5loxMiVzq0UgK2PV2NWO_g-B73m9B6IW-kAAeQw,BR1_3252557564,16.12,11.842,13.158,-3.864,1
5.1378,0.5138,0.1713,0.8,0.3015,0,0.0,8.4073,0.5255,0.0751,0.25,0.1691,0,0.2,,,,,,,,0,GJME4VNOHd9V6unqO-9JzeYaicOX9bYgRdWjfieK1OOc74KNtwfWGmu1bkFkmGpV16SwWudhQ4sarg,BR1_3252849640,16.12,11.678,13.322,-0.716,0
6.5714,0.2143,0.1429,0.4,0.1674,2,0.0,5.7273,0.5455,0.3636,0.6154,0.2572,0,0.1667,7.3298,0.3258,0.1629,0.5,0.3516,3.0,0.125,0,P10SjysnZuhSSNxunhY4OPBPXn5i7ek-B0NMAvY6quyYUf46IxDSpF1K1MDteulie3BbXBE8SNBJvg,BR1_3252856333,16.12,14.0,11.0,6.139,0
0.3571,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,MRo77pq3I7bch1bBTHpmy52AYJ7eoCTSuVi_xMfPXsPfNgi4UMDdggj06IC1Ox5by_qUT4_D3k7i0A,BR1_3252442319,16.12,14.0,11.0,-23.612,1
6.4779,0.3085,0.0771,0.0,0.135,0,0.0,6.0667,0.2493,0.0,0.6154,0.1868,1,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,ho7blAjhBR_p0E_cbM310vniSogbA8-2NB0DpNpQZ0BECGkY22V86aovuMfZnnXjxR4oBuWKqT18iQ,BR1_3248071779,16.11,12.967,12.033,2.234,0
0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252629801,16.12,14.0,11.0,-23.76,0
3.8008,0.4319,0.4319,0.5556,0.2586,2,0.25,6.1832,0.149,0.3725,0.5,0.2299,1,0.0,7.7588,0.0,0.3527,0.0,0.3233,0.0,0.0,0,AmoMoOKBPQb-TqmN32dLnnQHioafc6Erz_6wjTwqIkWQ08vWAYwQfOdgOcKpq8vEJIjbkcmrdiuMxA,BR1_3251989306,16.12,11.577,13.423,2.836,0
9.1516,0.3183,0.0,0.3846,0.2917,4,0.0,8.6859,0.0,0.1609,0.65,0.304,2,0.1538,2.309,0.0,0.3299,0.4,0.2661,2.0,0.25,0,gPkDaebGY5pMFcvrmMScQ9UlGU5gA8-EDD2rEtJqs4Axmz6VXXY-BMaskAJsGnn3zqAipZpI6JDfiA,BR1_3252665731,16.12,12.566,12.434,3.032,1
7.0561,0.5951,0.17,0.25,0.2054,2,0.0,5.8925,0.6799,0.3022,0.4545,0.267,5,0.0833,4.2579,0.7451,0.6387,0.1667,0.2247,0.0,0.0,0,cRNieDRj6dPQ2MhN7McPLFy4eSIWK3RR2MHOBVNGR4oakywJzwUZSHJDWy8qXFlXOiQtJ1XzSD5sLQ,BR1_3252706317,16.12,11.763,13.237,9.394,0
5.8269,0.5036,0.0719,0.6,0.3218,3,0.0,5.5371,0.4153,0.2769,1.0,0.3296,1,0.25,4.3006,0.6758,0.3686,0.7391,0.2302,2.0,0.1333,0,NZ6ZD_9OeLT1lQzQewAaoTcgAx2smsz3G0TmANHTPpnH1lmxOvxvb6tgVze-E6i-vA8iPkRsC27tfg,BR1_3245707737,16.10,13.901,7.224,16.277,0
6.8584,0.3082,0.1541,0.3,0.218,0,0.25,7.5049,0.3002,0.1001,0.3125,0.1362,1,0.2222,4.5172,0.7227,0.1807,0.5455,0.1643,0.0,0.0,0,41DGNb2cDMctF3h9xoGtF_OZQLfcjqqZi90SJPAomZXlizy5cweQA5vmwkivtmQ57XCqTMTuMXmzeg,BR1_3249299862,16.11,12.977,9.993,5.534,1
6.1201,0.3732,0.1493,0.4,0.2296,1,0.0,5.4303,0.431,0.5172,0.4286,0.3071,2,0.0769,0.7344,0.0,0.7344,0.0,0.2448,0.0,1.0,0,_XvxLVK0MvvL8TDB1_yZCnd-a36eO5gdag8Yybvir7qgeRtEUKOC5XbzlP2qW6U1tXcOsPbF7FTKGQ,BR1_3252678200,16.12,13.398,11.602,1.362,0
6.5379,0.3801,0.152,0.5625,0.397,6,0.0,4.6429,0.6753,0.4221,0.5556,0.2575,3,0.1667,5.4807,0.2835,0.4725,0.6154,0.3934,3.0,0.3077,0,KIcWNnApypcbjFqdnR3U52OphyPgiw0R7axCVJdpwn6oHOyCLgIANUVp4K3q_f_qg6vaEh0vBusB1w,BR1_3252799339,16.12,13.154,11.846,10.583,0
6.8272,0.2768,0.0,0.0,0.07,0,,7.5088,0.4315,0.1726,0.55,0.1061,0,0.0769,7.2393,0.6227,0.2335,0.4,0.1135,1.0,0.1538,0,Bklpq3TNOH0qMzvqJ68Jz5HfxHClF1MHGHeQtHe6zgGfZ0aNz4cE4SMltZdRuWhYafULGQua4xP3kQ,BR1_3249125320,16.11,10.839,11.586,12.847,0
6.8571,0.2857,0.0,0.6364,0.3382,6,0.0,8.0,0.4545,0.0909,0.4167,0.2892,1,0.1,7.2429,0.5415,0.2708,0.3333,0.2898,5.0,0.2,0,iOjDdbkDyvbj60OcRMVvTTT7pXUAKsfFljD-H-lo95IZi5lFf0T-k-tWWD5xmeJUQeLrTRUE58QDBg,BR1_3252816547,16.12,14.0,11.0,14.773,1
8.0,0.2143,0.0714,0.4286,0.2267,1,0.0,9.9091,0.3636,0.0909,0.8125,0.3191,0,0.2,6.6631,0.2298,0.1149,0.5,0.1869,0.0,0.1667,0,56GNxr7rUgCA3-MCUt5RYXiR0c9xBFXV-EQXn0EEGYH0Cjfe98Y4Ka2vC6HuHlWQtu2ZiMN-6lJFBg,BR1_3251938058,16.12,14.0,11.0,8.705,1
5.0714,0.3571,0.2857,0.2,0.2091,2,0.0,7.9178,0.3894,0.5192,0.3333,0.2407,0,0.1429,9.0175,0.4534,0.2519,0.4286,0.2662,3.0,0.1,0,jcpJlZoHj7Pe3a1IVbRjfqnlIk3xGmMB_88LBQQQjG7r5ML0jQuRYuQ5aCGw4W4CLMSqM5riBeTrlQ,BR1_3252713402,16.12,14.0,7.704,19.85,0
5.4286,0.2143,0.0714,0.6875,0.3453,4,0.2,5.9091,0.5455,0.0909,0.3889,0.2722,2,0.0769,5.0152,0.3934,0.295,0.5652,0.2732,3.0,0.2857,0,dfFpF8dKHmsGWmHeyOuCiLqc-g-yOtsiWbhiTB-zho3eOuSeDKsKnIo3wtVPmF6eCNCwrJZcDV_y8g,BR1_3252848291,16.12,14.0,11.0,10.169,1
9.7591,0.3253,0.0813,0.0,0.1208,0,0.0,6.6909,0.4723,0.3149,0.4375,0.2194,0,0.0833,8.1099,0.3956,0.2967,0.3125,0.2292,0.0,0.0,0,ytYNIfvtsgxf96anDtMp6HwKndesX1yGUxvm-GfCtgex1CzS-aTi0gAiR09zYkbZwVL1U3RpP7MuTg,BR1_3252686034,16.12,12.296,12.704,10.111,0
6.2083,0.2922,0.1461,0.4375,0.2627,2,0.4,7.1627,0.4421,0.1769,0.3333,0.2492,1,0.125,3.6211,0.4875,0.4178,0.7059,0.3612,3.0,0.0667,1,WSo7_9p18PDFIFSDqhLbFshZX0oQbgMs5pTGyD6Zbwb2mAtu7BRWpXgRHEVTXARJC00XZ0Yb-1P8fg,BR1_3251877815,16.12,13.691,11.309,14.36,0
6.783,0.3717,0.0929,0.0,0.2142,0,0.75,1.5452,0.0702,0.0,1.0,0.1708,0,0.5,,,,,,,,0,tJqi400ATmucJ1WK0oY0awm7S-RweaPy2eHxH1qNcv5UMVnqGRASDOjieNzqYQ8bChQEJy_IsNL4mw,BR1_3252568595,16.12,10.762,14.238,-12.993,1
7.7857,0.3571,0.2143,0.2,0.3256,0,0.0,9.0,0.3636,0.2727,0.1429,0.2137,1,0.0,8.8863,0.3332,0.0,0.7692,0.3471,3.0,0.0,0,EdyMmwCyTGy1d5K6jPmSLvmZN9njLPE-IyhQ2ir5meuxe3MoIqZnx9jiw2bcVfFPTgjQBBU2Xx16ig,BR1_3250244443,16.11,14.0,11.0,9.003,1
6.7143,1.1429,0.0,0.1667,0.1913,1,0.0,3.5455,1.5455,0.2727,0.375,0.1495,1,0.1111,7.8775,1.2438,0.4146,0.0,0.1754,0.0,0.3333,0,QRv2xF9FO4Psf_TTWd7zgfx7Moke5nzYxQTv8ONMRa6UI36k3sWJUP3tirG0f32853Q4N79sVrGwvA,BR1_3251906518,16.12,14.0,11.0,2.412,0
6.0384,0.0929,0.1858,0.5455,0.2768,1,0.0,4.5539,0.198,0.594,0.625,0.1709,0,0.2667,8.7478,0.0,0.0,0.0,0.2725,0.0,0.0,0,QRv2xF9FO4Psf_TTWd7zgfx7Moke5nzYxQTv8ONMRa6UI36k3sWJUP3tirG0f32853Q4N79sVrGwvA,BR1_3252720612,16.12,10.764,10.101,0.8,0
5.6314,0.3362,0.2522,1.0,0.2717,2,0.0,9.3477,0.2526,0.2526,0.5714,0.2731,1,0.0526,8.3555,0.7596,0.3038,0.1667,0.2691,0.0,0.375,0,gPkDaebGY5pMFcvrmMScQ9UlGU5gA8-EDD2rEtJqs4Axmz6VXXY-BMaskAJsGnn3zqAipZpI6JDfiA,BR1_3252644913,16.12,11.898,11.875,6.582,0
6.1039,0.2543,0.1696,0.2,0.2167,1,0.0,4.6197,0.4544,0.2272,0.2609,0.2518,4,0.0556,5.3219,0.0,0.887,0.6,0.1382,0.0,0.0,0,RYop7vaLo_aYIByO7rpmvQco-kgBifMMABLoE1cwdU6Ka6tkHo5a-tFEnvmbofXWU7Ce8sE7xvH_Tg,BR1_3248811295,16.11,11.796,13.204,1.127,1
0.0,0.0,0.0,0.0,1.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,GwmBfuzcaXkXQKhtDwV_giYStT_F4LLlx40GUDcijB9ikuumzi-ISD3rzILx5j_8wgmo3qcVBEf4Mg,BR1_3252747950,16.12,14.0,11.0,-23.699,1
6.5757,0.3288,0.1644,0.25,0.1724,0,0.0,5.6101,0.3117,0.1558,0.5882,0.1982,1,0.1429,3.7793,0.0,0.3286,0.6,0.3461,0.0,0.1667,0,NtWIOYCWgE2-BzT6J8hrSVvKoMgbjk2I0ZUay-jN3MOAgjNCW8wEHj1lWfA5wXBzf_4HpDQVz0pU_w,BR1_3252292187,16.12,12.166,12.834,6.086,1
0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,5RcEVGxu00ZyqOJuTlRLoTcCPvdzWqn5n42PyDFaXGizjGaedXIQziIxCrF6kqBZjbu8nm2DpLsB9A,BR1_3250260141,16.11,14.0,11.0,-23.878,1
6.9286,0.2857,0.1429,0.4667,0.215,1,0.5,7.5611,0.6377,0.1822,0.3636,0.2213,2,0.2727,3.4515,0.4314,0.4314,0.5,0.2576,0.0,0.0,0,mddREOuXPBvaOKX5sK1UL256rkDZUPP_3R1vyGt_GrVqCVPMzSQMjzNyP-6GWLad4KkTDC3ynyfSOg,BR1_3252598900,16.12,14.0,10.977,2.318,1
7.9081,0.2876,0.0719,0.1818,0.2601,2,0.0,7.2136,0.3607,0.3607,0.2917,0.2192,3,0.1818,2.0792,0.0,0.3199,0.6667,0.2632,1.0,0.25,0,WdGDFFJT49BLLEhBhX4G9TWEYGv_LP7YMpJO9VumhtELsO4qKXYgDSzWE7Ot945HmZiarEEAr0hBFA,BR1_3252553872,16.12,13.91,11.09,6.252,1
7.4345,0.4552,0.1517,0.4286,0.2798,0,0.0,10.5027,0.7327,0.2442,0.5455,0.2362,2,0.0,7.3604,0.6465,0.3979,0.3478,0.2509,1.0,0.08,0,XZmeGAtOjdqW7TXDg1Fs0vKLBT8XUlhnIYeT3xuTIcLWf0tZlWfvHb3PEK6u1jZ3kgmt5T9uwVXtTw,BR1_3252736675,16.12,13.182,8.188,20.107,0
1.0,0.0,0.0,0.0,0.0131,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,29xoXQ5joQxQnU8ZjEJLmTNJ-JAZjJ6Ry7RYyOFap9papMZKDhdIPAcy3_A__4-OX9kQppT_J7EoNQ,BR1_3252656074,16.12,14.0,11.0,-21.835,0
6.7857,0.1429,0.1429,0.6667,0.3188,3,0.0,7.3636,0.0909,0.1818,0.4444,0.1929,3,0.1,3.3634,0.2925,0.4387,0.6,0.3353,0.0,0.1818,0,yOwj4no3PYMFJKBbhhjnj_ilRVWk-ZZSmdngfFiWXDlsI_b0jse9Yz-0GOskkihisWF0lUpXatFrvw,BR1_3252066620,16.12,14.0,11.0,6.838,0
2.5,0.2143,0.5,0.3889,0.2554,4,0.0,5.9025,0.3162,0.3162,0.32,0.2208,1,0.0,6.6379,0.0,0.3688,0.5,0.1658,0.0,0.0,0,f_sKjC_jT_uVFmw_P9yYuS3xiURzydAf5BgIWs_5loxMiVzq0UgK2PV2NWO_g-B73m9B6IW-kAAeQw,BR1_3252548340,16.12,14.0,9.487,2.712,1
0.7143,0.0,0.0,0.0,0.1828,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,L6-pVFPDVQCqWwIG59YuHmkIouBbccpjbJPHDE4EfLA5MiMjR7b1YH4BNJB48EGiPEbRT8E9zKX-1g,BR1_3252821404,16.12,14.0,11.0,-23.063,1
2.2102,0.3844,0.3844,0.5,0.1743,0,1.0,1.6445,0.2741,0.137,1.0,0.2515,1,0.0,,,,,,,,0,IXyXv4_o8F2QVvnMk9sbzUH5imX4YDGMmquRVNGcm3j_Lmu1k8-i2Ki3HNYyJm4DcpaWzhNMGKzFDQ,BR1_3252644078,16.12,10.406,14.594,-9.762,0
8.1749,0.3856,0.0771,0.1,0.0808,0,0.0,4.6537,0.0831,0.0831,0.3333,0.0399,1,0.0769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Z2Q5SR4t5ek_GtKViZsd2BdzhlfhqwYXqkcNSbH1WAtsJCU5tKI6ezonLIQe_TZlFWkuU47v2ycqFQ,BR1_3252327889,16.12,12.967,12.033,10.538,0
7.5365,0.2724,0.0908,0.1667,0.1891,0,0.0,5.9459,0.2787,0.1858,0.3077,0.1817,1,0.3333,4.9751,0.0,0.0,0.3333,0.203,0.0,0.5,0,ho7blAjhBR_p0E_cbM310vniSogbA8-2NB0DpNpQZ0BECGkY22V86aovuMfZnnXjxR4oBuWKqT18iQ,BR1_3248031596,16.11,11.013,10.764,2.211,0
5.4286,0.1429,0.4286,0.0,0.1819,0,0.0,8.8182,0.3636,0.2727,0.25,0.1238,0,0.2222,11.096,0.402,0.2412,0.25,0.1802,1.0,0.0,0,Qr-OWwA5xByikrXhi90VZOTXf8Q6M3OSU1uQPbIFz8DaVmpsC-wgouOB6VqPicqHFuFmEnL98wMYDg,BR1_3252587374,16.12,14.0,11.0,12.437,0
5.2075,0.0744,0.372,0.1765,0.1463,1,0.0,7.7507,0.4627,0.347,0.75,0.2428,1,0.125,2.9548,0.1738,0.6953,1.0,0.3769,0.0,0.3,0,WSo7_9p18PDFIFSDqhLbFshZX0oQbgMs5pTGyD6Zbwb2mAtu7BRWpXgRHEVTXARJC00XZ0Yb-1P8fg,BR1_3251796729,16.12,13.442,8.644,5.753,0
7.5829,0.383,0.0766,0.125,0.0789,0,0.0,11.224,0.3563,0.0,0.5333,0.1731,0,0.0833,9.7625,0.5374,0.1791,0.3,0.1501,1.0,0.1538,0,tJqi400ATmucJ1WK0oY0awm7S-RweaPy2eHxH1qNcv5UMVnqGRASDOjieNzqYQ8bChQEJy_IsNL4mw,BR1_3252593134,16.12,13.056,11.226,11.165,1
5.8571,0.3571,0.0714,0.6667,0.3466,1,0.2,4.5455,0.3636,0.2727,0.6364,0.2829,0,0.125,4.8032,0.1601,0.1601,0.5714,0.1177,0.0,0.2,0,JP98zTMNq0vuohV9_xinuwh-mzhAYhS9fydpPve-XPgMlwyjv4h8AQbwbyDMmsslCnDKh-LhSWKq0w,BR1_3252639650,16.12,14.0,11.0,6.246,1
8.3575,0.3246,0.0811,0.4167,0.3907,2,0.0,5.8807,0.4705,0.1176,0.6923,0.2334,0,0.0,5.9211,0.3289,0.1645,0.5,0.2129,0.0,0.1,0,a5ifg9O95LhmYN83Mg-Al63ByL38mzkHLTn9_nMHhTwhTmvy0T9H5P6604Ik18hY0CJ7YJNX_R8GRQ,BR1_3252513659,16.12,12.324,8.502,6.08,1
8.0,0.4286,0.4286,0.2857,0.1867,2,0.0,6.5455,0.3636,0.3636,0.8,0.3784,0,0.1111,,,,,,,,0,vQ_m9MuJ0QC6x5AXMLjd7vpfcwq72TFdieqK7k9ZgeT9wR2lEhBGX87rZRKmsc-FWR2OdzeBJbsUjg,BR1_3252814146,16.12,14.0,11.0,-3.657,0
6.0933,0.0983,0.3931,0.3333,0.2734,2,0.0,3.1704,0.1349,0.2698,0.6667,0.3665,1,0.2727,,,,,,,,1,cCQePUBjZQ7QYYBLLWk49_O9XzxjjmEaC_ObtVSrZwcEetkGbzdyMvRSpQw0EdKaBF1sY6f3A9Z7Tw,BR1_3251777178,16.12,10.175,14.825,-6.235,0
8.5714,0.2857,0.0714,0.375,0.2617,3,0.0,8.8182,0.4545,0.1818,0.7143,0.3853,3,0.4286,9.296,0.4427,0.1476,0.4,0.2131,0.0,0.3333,0,Q4m0CXBC6QUdhnnMuYRhIyPBvgPzxYfIizD3NgRshN5FfrXvXk2RxMkd_3bEkLzNd_Rrl9QCw7CdEA,BR1_3252180097,16.12,14.0,11.0,6.777,1
5.0714,0.3571,0.3571,0.5455,0.2647,3,0.2,4.3636,0.5455,0.4545,0.5882,0.3017,1,0.1111,7.5927,0.4898,0.2449,0.75,0.3064,4.0,0.0,1,KIcWNnApypcbjFqdnR3U52OphyPgiw0R7axCVJdpwn6oHOyCLgIANUVp4K3q_f_qg6vaEh0vBusB1w,BR1_3252782426,16.12,14.0,11.0,12.249,0
0.1429,0.0714,0.0,0.0,0.3686,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,78Be_63SBD4w3DgknftWP5Xg06GYsS5FEO8NKOwEVj6VgDudxvkb3mvyd4DsdoEcFx4rtJefI84J5w,BR1_3252737794,16.12,14.0,11.0,-23.743,0
8.1054,0.4013,0.0803,0.25,0.2239,3,0.0,7.0977,0.5582,0.319,0.3333,0.2026,0,0.1818,4.9425,1.2814,0.1831,0.5,0.2652,2.0,0.0714,0,CEb6Bgxx-BCDTpVbbSSxAOokxyp9VCjKWxCt6ewkQwdoK1LgjPvCc6IDIvOlA_Ahr2jJIOEv2ZmSxA,BR1_3246961850,16.11,12.461,12.539,10.926,1
6.9286,0.4286,0.1429,0.0909,0.1539,0,0.0,7.0909,0.6364,0.0909,0.0833,0.076,0,0.0833,1.8123,0.0,0.4531,0.0,0.0618,0.0,0.0,0,EWyRFhXERE_3oJL20azLza_804fM_QrWbFtSv_2WxBitf4-fE_hBXsD7v2nYq90EbFTsY3hrNX-o_w,BR1_3252700243,16.12,14.0,11.0,2.207,0
6.3324,0.3423,0.5134,0.0833,0.2614,0,0.0,5.8585,0.3004,0.6009,0.2857,0.2232,0,0.2,9.0959,0.2934,0.2934,1.0,0.1825,0.0,0.2857,0,AsX6WEhcJm9nqUuA0XKORQ_4rJkvgNgzQhfpmTVM7k2W2Kk_k2YYjGoGEuFAWnQlAJ77fCgfeeFx1w,BR1_3252194847,16.12,11.686,13.314,3.408,0
5.8466,0.2579,0.3439,0.4,0.3623,1,0.0,8.8548,0.398,0.2985,0.4286,0.1686,1,0.0833,9.4028,0.2474,0.4949,0.5,0.3175,0.0,0.1,0,f_sKjC_jT_uVFmw_P9yYuS3xiURzydAf5BgIWs_5loxMiVzq0UgK2PV2NWO_g-B73m9B6IW-kAAeQw,BR1_3252565677,16.12,11.631,10.051,4.041,0
6.5,0.3571,0.0714,0.6,0.3081,5,0.0,8.6364,0.5455,0.0909,0.5,0.1725,0,0.1818,4.2455,0.4653,0.2908,0.4444,0.1706,1.0,0.3529,1,SRc1FSD7esblymiMO7Mp1znyCAHi7WCRVBezzTy3jL3b7C1M_mmLKPsZtmw8Sf2Xa4AOxjC79BKyAA,BR1_3252789982,16.12,14.0,11.0,17.195,1
6.1429,0.4286,0.0714,0.3333,0.1855,2,0.0,7.8182,0.3636,0.2727,0.2857,0.0746,0,0.1818,6.0835,0.6208,0.1242,0.3077,0.0842,0.0,0.0,0,78Be_63SBD4w3DgknftWP5Xg06GYsS5FEO8NKOwEVj6VgDudxvkb3mvyd4DsdoEcFx4rtJefI84J5w,BR1_3252724759,16.12,14.0,11.0,8.055,1
5.8435,0.2191,0.2922,0.4545,0.2285,2,0.4,3.8905,0.2653,0.4421,0.3,0.263,0,0.4375,,,,,,,,0,NrL9s5r2afHvVFEmOWmAHdr8V7m_fzWEduSW6Af6Jq9jg4Jm94GYHujaHEbLAJfs4I5wqSt8v4qyMw,BR1_3252840877,16.12,13.691,11.309,-1.651,0
6.0644,0.3838,0.2303,0.25,0.2214,0,0.0,8.4576,0.3488,0.3488,0.3333,0.1373,1,0.0833,0.8049,0.0,0.8049,0.0,0.1872,0.0,0.1429,0,jcpJlZoHj7Pe3a1IVbRjfqnlIk3xGmMB_88LBQQQjG7r5ML0jQuRYuQ5aCGw4W4CLMSqM5riBeTrlQ,BR1_3252691423,16.12,13.027,11.469,2.485,0
4.2143,0.2857,0.1429,0.4,0.165,0,0.2,7.4714,0.3179,0.159,0.25,0.1297,0,0.25,3.742,0.1701,0.1701,0.0,0.1409,0.0,0.2308,0,ur7lCS205A8n2DGoh3dE6dMgObFK2et4UWlkiLoD5lW2tPyYBvowQMRQJVdWVkt8RQ7IIxaZVYmQbA,BR1_3251135600,16.12,14.0,6.291,5.879,0
8.1429,0.2143,0.1429,0.5455,0.2541,4,0.0,7.5455,0.3636,0.1818,0.5,0.3729,4,0.4286,6.7887,0.1151,0.3452,0.55,0.3889,4.0,0.1818,0,8FZWeDg4WFRlZZFWNDa0mk9IJAhk6sSYRFPEWsjVdhQeG3VSsne1aBsIYUNao9RESKkuFMp4nEpSPA,BR1_3248073749,16.11,14.0,11.0,8.691,1
6.8823,0.3128,0.3128,0.6,0.3966,2,0.0,10.6439,0.5731,0.3275,0.3077,0.1868,0,0.0909,11.5536,0.7968,0.0,0.3333,0.1364,1.0,0.3333,1,XZmeGAtOjdqW7TXDg1Fs0vKLBT8XUlhnIYeT3xuTIcLWf0tZlWfvHb3PEK6u1jZ3kgmt5T9uwVXtTw,BR1_3252794257,16.12,12.786,12.214,2.51,1
5.2143,0.3571,0.1429,0.35,0.2365,3,0.0,2.7273,0.1818,0.2727,0.5714,0.2159,0,0.2,4.1627,0.3083,0.0,0.4,0.1818,1.0,0.375,0,tn089FtrOikzTyKw_4IOkb_pU8WBkZTGEGB3KKLeu-2K2VbDCLv-lU7aaXgldq3xJxMC0neuCjtZGQ,BR1_3252721360,16.12,14.0,11.0,6.486,1
