early_cs_per_min,early_vision_per_min,early_deaths_per_min,early_kill_participation,early_damage_share,early_solo_kills,early_objective_proximity,mid_cs_per_min,mid_vision_per_min,mid_deaths_per_min,mid_kill_participation,mid_damage_share,mid_solo_kills,mid_objective_proximity,late_cs_per_min,late_vision_per_min,late_deaths_per_min,late_kill_participation,late_damage_share,late_solo_kills,late_objective_proximity,early_first_blood_involved,puuid,match_id,early_duration_min,mid_duration_min,late_duration_min,win
7.4187,0.0,0.1562,0.125,0.2242,0,0.0,8.3644,0.0,0.41,0.1111,0.112,0,0.1,11.0205,0.0,0.1736,0.1364,0.0783,2.0,0.0,0,2ApDGMHfIkhn_kS37HwsX4XUN6K_OWEaWrZi-nDnmGyiVhP6_MqXe1tsNqyHxEy0Az6wE5d1H8XCSA,BR1_3252599070,12.805,12.195,11.524,1
6.6253,0.0,0.096,0.3125,0.2739,2,0.0,4.1137,0.0,0.3428,0.6154,0.2791,6,0.25,2.1296,0.0,0.4167,0.6087,0.2817,2.0,0.0769,0,01Ii9IXS9Zmc1E4drD52u-t7pq-RvF97LO7CB6_vFxeflULMAkdIvSw1dMkt69CzxtNfeDNyYscaVQ,BR1_3251333847,10.415,14.585,21.6,0
0.1429,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,M8AkDoq7iFNxFpBbLxFA6BCz3TnNfbQ74DdY1IkpFyZ5ndZ9TSrGZ1qzGhEdbrkksA3xj-FsGdWoYA,BR1_3252264886,14.0,11.0,-23.754,0
7.3571,0.0,0.0714,0.5,0.317,0,0.0,10.0,0.0,0.2727,0.3333,0.2725,0,0.1,4.1074,0.0,0.3912,0.6667,0.2611,0.0,0.2727,0,M8AkDoq7iFNxFpBbLxFA6BCz3TnNfbQ74DdY1IkpFyZ5ndZ9TSrGZ1qzGhEdbrkksA3xj-FsGdWoYA,BR1_3251932724,14.0,11.0,5.113,0
6.5,0.0,0.1429,0.5,0.2214,2,0.0,11.672,0.0,0.1024,0.2,0.2414,3,0.3333,10.2298,0.0,0.3528,0.0,0.193,0.0,0.2,0,M8AkDoq7iFNxFpBbLxFA6BCz3TnNfbQ74DdY1IkpFyZ5ndZ9TSrGZ1qzGhEdbrkksA3xj-FsGdWoYA,BR1_3251915903,14.0,9.767,2.835,1
5.5548,0.0,0.3968,0.0,0.2186,0,0.0,8.7916,0.0,0.3226,0.1,0.1875,0,0.2727,8.2243,0.0,0.1653,0.2941,0.1794,1.0,0.08,0,M8AkDoq7iFNxFpBbLxFA6BCz3TnNfbQ74DdY1IkpFyZ5ndZ9TSrGZ1qzGhEdbrkksA3xj-FsGdWoYA,BR1_3251783169,12.602,12.398,24.197,1
8.5863,0.0,0.0,0.5,0.3118,1,0.0,4.0546,0.0,0.331,0.625,0.271,2,0.2308,4.1507,0.0,0.2185,0.6,0.2197,0.0,0.1667,1,NtWIOYCWgE2-BzT6J8hrSVvKoMgbjk2I0ZUay-jN3MOAgjNCW8wEHj1lWfA5wXBzf_4HpDQVz0pU_w,BR1_3252489321,11.646,12.085,4.577,0
6.2857,0.0,0.3571,0.125,0.2291,1,0.0,7.3636,0.0,0.1818,0.2222,0.1293,0,0.1818,8.8092,0.0,0.2517,0.5,0.136,0.0,0.0,1,NtWIOYCWgE2-BzT6J8hrSVvKoMgbjk2I0ZUay-jN3MOAgjNCW8wEHj1lWfA5wXBzf_4HpDQVz0pU_w,BR1_3252328765,14.0,11.0,11.919,1
4.2857,0.0,0.3571,0.1,0.2203,1,0.0,8.0,0.0,0.3636,0.0,0.0741,0,0.1429,3.3853,0.0,0.5642,0.25,0.1302,0.0,0.4286,0,NtWIOYCWgE2-BzT6J8hrSVvKoMgbjk2I0ZUay-jN3MOAgjNCW8wEHj1lWfA5wXBzf_4HpDQVz0pU_w,BR1_3252312217,14.0,11.0,3.545,0
6.5757,0.0,0.1644,0.25,0.1724,0,0.0,5.6101,0.0,0.1558,0.5882,0.1982,1,0.1429,3.7793,0.0,0.3286,0.6,0.3461,0.0,0.1667,0,NtWIOYCWgE2-BzT6J8hrSVvKoMgbjk2I0ZUay-jN3MOAgjNCW8wEHj1lWfA5wXBzf_4HpDQVz0pU_w,BR1_3252292187,12.166,12.834,6.086,1
7.0,0.0,0.0714,0.3,0.2858,0,0.0,10.6479,0.0,0.1065,0.5714,0.2417,3,0.1111,4.9952,0.0,0.0,0.8095,0.4219,1.0,0.2,0,tJqi400ATmucJ1WK0oY0awm7S-RweaPy2eHxH1qNcv5UMVnqGRASDOjieNzqYQ8bChQEJy_IsNL4mw,BR1_3252699401,14.0,9.392,12.212,1
7.5829,0.0,0.0766,0.125,0.0789,0,0.0,11.224,0.0,0.0,0.5333,0.1731,0,0.0833,9.7625,0.0,0.1791,0.3,0.1501,1.0,0.1538,0,tJqi400ATmucJ1WK0oY0awm7S-RweaPy2eHxH1qNcv5UMVnqGRASDOjieNzqYQ8bChQEJy_IsNL4mw,BR1_3252593134,13.056,11.226,11.165,1
7.5,0.0,0.1429,0.3333,0.1785,1,0.0,7.4545,0.0,0.1818,0.4375,0.195,3,0.2,4.483,0.0,0.3985,0.3333,0.2016,0.0,0.2857,0,tJqi400ATmucJ1WK0oY0awm7S-RweaPy2eHxH1qNcv5UMVnqGRASDOjieNzqYQ8bChQEJy_IsNL4mw,BR1_3252574717,14.0,11.0,10.038,0
6.783,0.0,0.0929,0.0,0.2142,0,0.75,1.5452,0.0,0.0,1.0,0.1708,0,0.5,,,,,,,,0,tJqi400ATmucJ1WK0oY0awm7S-RweaPy2eHxH1qNcv5UMVnqGRASDOjieNzqYQ8bChQEJy_IsNL4mw,BR1_3252568595,10.762,14.238,-12.993,1
7.7391,0.0,0.0,0.3,0.2716,1,0.0,7.2599,0.0,0.2904,0.5,0.2614,1,0.1667,4.5604,0.0,0.2974,0.5278,0.2659,2.0,0.1667,0,3I-6NjJfuLV_qTs1iF5oxLJEqAukYo-XdZ8IzvviyU7oaLyELezCrFBcYXsCegQkyiB2IrnJ_xa-Qg,BR1_3252050630,10.725,13.774,20.173,0
5.6384,0.0,0.3661,0.2222,0.1237,0,0.0,7.1406,0.0,0.1763,0.0,0.1333,0,0.1538,12.7386,0.0,0.0,0.0,0.0652,0.0,0.5,0,56GNxr7rUgCA3-MCUt5RYXiR0c9xBFXV-EQXn0EEGYH0Cjfe98Y4Ka2vC6HuHlWQtu2ZiMN-6lJFBg,BR1_3252673792,13.656,11.344,2.041,0
7.6982,0.0,0.154,0.3333,0.1722,1,0.0,9.0562,0.0,0.4817,0.25,0.1457,2,0.0833,12.4803,0.0,0.32,1.0,0.0855,0.0,0.0,0,56GNxr7rUgCA3-MCUt5RYXiR0c9xBFXV-EQXn0EEGYH0Cjfe98Y4Ka2vC6HuHlWQtu2ZiMN-6lJFBg,BR1_3252072334,12.99,10.38,3.125,0
8.0,0.0,0.0714,0.4286,0.2267,1,0.0,9.9091,0.0,0.0909,0.8125,0.3191,0,0.2,6.6631,0.0,0.1149,0.5,0.1869,0.0,0.1667,0,56GNxr7rUgCA3-MCUt5RYXiR0c9xBFXV-EQXn0EEGYH0Cjfe98Y4Ka2vC6HuHlWQtu2ZiMN-6lJFBg,BR1_3251938058,14.0,11.0,8.705,1
9.7532,0.0,0.0,0.1429,0.2218,1,0.0,11.7678,0.0,0.181,0.1875,0.1649,0,0.4444,6.832,0.0,0.297,0.3333,0.084,0.0,0.5714,0,56GNxr7rUgCA3-MCUt5RYXiR0c9xBFXV-EQXn0EEGYH0Cjfe98Y4Ka2vC6HuHlWQtu2ZiMN-6lJFBg,BR1_3248338437,12.099,11.047,3.366,1
6.1013,0.0,0.1545,0.7273,0.2784,6,0.0,7.0034,0.0,0.3891,0.4,0.2288,0,0.3,4.8609,0.0,0.3038,0.5769,0.2408,2.0,0.1765,1,yOwj4no3PYMFJKBbhhjnj_ilRVWk-ZZSmdngfFiWXDlsI_b0jse9Yz-0GOskkihisWF0lUpXatFrvw,BR1_3252075669,12.948,7.71,16.458,1
6.7857,0.0,0.1429,0.6667,0.3188,3,0.0,7.3636,0.0,0.1818,0.4444,0.1929,3,0.1,3.3634,0.0,0.4387,0.6,0.3353,0.0,0.1818,0,yOwj4no3PYMFJKBbhhjnj_ilRVWk-ZZSmdngfFiWXDlsI_b0jse9Yz-0GOskkihisWF0lUpXatFrvw,BR1_3252066620,14.0,11.0,6.838,0
6.6586,0.0,0.2296,0.0909,0.1864,0,0.0,7.4973,0.0,0.271,0.2632,0.1046,0,0.25,6.1302,0.0,0.225,0.3704,0.1474,0.0,0.0909,0,nK5wt9cb5G1wgRBrKGdE01hud1D_taR8zs7kX0e4PpqKN48PdWPIypYTTmG1r7sFe3LzORTVnY6MhA,BR1_3251763388,13.066,11.071,17.781,0
6.5714,0.0,0.0,0.4118,0.2789,3,0.0,8.2727,0.0,0.2727,0.5333,0.2533,3,0.0909,6.8493,0.0,0.1427,1.0,0.2438,0.0,0.1538,0,nK5wt9cb5G1wgRBrKGdE01hud1D_taR8zs7kX0e4PpqKN48PdWPIypYTTmG1r7sFe3LzORTVnY6MhA,BR1_3248733002,14.0,11.0,7.008,1
6.2358,0.0,0.077,0.3846,0.2558,2,0.0,8.2427,0.0,0.0833,0.5833,0.2449,4,0.375,7.2825,0.0,0.1349,0.4167,0.2025,1.0,0.2222,0,nK5wt9cb5G1wgRBrKGdE01hud1D_taR8zs7kX0e4PpqKN48PdWPIypYTTmG1r7sFe3LzORTVnY6MhA,BR1_3248714023,12.989,12.011,7.415,1
6.3897,0.0,0.2028,0.1667,0.2056,0,0.0,4.8215,0.0,0.1981,0.5,0.2241,1,0.1667,3.1259,0.0,0.329,0.52,0.2941,4.0,0.1923,0,41DGNb2cDMctF3h9xoGtF_OZQLfcjqqZi90SJPAomZXlizy5cweQA5vmwkivtmQ57XCqTMTuMXmzeg,BR1_3252040680,9.86,15.14,24.313,0
7.1429,0.0,0.2143,0.4167,0.252,2,0.0,6.282,0.0,0.2813,0.3571,0.1692,2,0.1,5.0534,0.0,0.266,0.3333,0.0725,0.0,0.0,0,GwmBfuzcaXkXQKhtDwV_giYStT_F4LLlx40GUDcijB9ikuumzi-ISD3rzILx5j_8wgmo3qcVBEf4Mg,BR1_3252750848,14.0,10.665,11.28,1
0.0,0.0,0.0,0.0,1.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,GwmBfuzcaXkXQKhtDwV_giYStT_F4LLlx40GUDcijB9ikuumzi-ISD3rzILx5j_8wgmo3qcVBEf4Mg,BR1_3252747950,14.0,11.0,-23.699,1
7.4764,0.0,0.0,0.1,0.0804,0,0.0,7.3121,0.0,0.086,0.2143,0.1694,0,0.1818,7.6201,0.0,0.3629,0.2857,0.1868,0.0,0.3,0,zGX_R8TwLScai5Olw7HVbusMSgH3ZJpBV2CYQv9Fg-7nvizK4qL55YxKpNkXnyw5GGEvg6wSaN1MJQ,BR1_3252819438,13.375,11.625,8.268,0
5.4286,0.0,0.0714,0.6875,0.3453,4,0.2,5.9091,0.0,0.0909,0.3889,0.2722,2,0.0769,5.0152,0.0,0.295,0.5652,0.2732,3.0,0.2857,0,dfFpF8dKHmsGWmHeyOuCiLqc-g-yOtsiWbhiTB-zho3eOuSeDKsKnIo3wtVPmF6eCNCwrJZcDV_y8g,BR1_3252848291,14.0,11.0,10.169,1
6.6193,0.0,0.0,0.1429,0.2357,0,0.0,4.9938,0.0,0.227,0.6,0.2632,2,0.0,4.9769,0.0,0.2986,0.1429,0.2094,1.0,0.3077,0,dfFpF8dKHmsGWmHeyOuCiLqc-g-yOtsiWbhiTB-zho3eOuSeDKsKnIo3wtVPmF6eCNCwrJZcDV_y8g,BR1_3252763679,11.784,13.216,10.046,0
5.3131,0.0,0.1563,0.3846,0.2574,0,0.0,6.9664,0.0,0.082,0.4286,0.2835,2,0.1,5.1249,0.0,0.277,0.8,0.4851,2.0,0.0,0,dfFpF8dKHmsGWmHeyOuCiLqc-g-yOtsiWbhiTB-zho3eOuSeDKsKnIo3wtVPmF6eCNCwrJZcDV_y8g,BR1_3252756252,12.799,12.201,7.22,0
8.3178,0.0,0.0815,0.0909,0.1049,1,0.0,8.9054,0.0,0.3598,0.3571,0.1119,0,0.0833,4.6018,0.0,0.3595,0.4286,0.2847,0.0,0.5833,0,dfFpF8dKHmsGWmHeyOuCiLqc-g-yOtsiWbhiTB-zho3eOuSeDKsKnIo3wtVPmF6eCNCwrJZcDV_y8g,BR1_3252747151,12.263,11.117,13.908,0
7.4957,0.0,0.0999,0.2353,0.2834,4,0.0,2.4676,0.0,0.0,0.4286,0.4745,1,0.25,,,,,,,,0,0yrCk5Y8Cll5KCtjG9u8fwTfsY3iZbEDTAKtmqCEZsybFQcBLcq8LSZrkCUiVZUJYkwFngkALRpzbw,BR1_3252667503,10.006,14.994,-9.763,1
1.1429,0.0,0.0,0.0,0.2318,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,0yrCk5Y8Cll5KCtjG9u8fwTfsY3iZbEDTAKtmqCEZsybFQcBLcq8LSZrkCUiVZUJYkwFngkALRpzbw,BR1_3252663502,14.0,11.0,-22.586,0
7.0714,0.0,0.2143,0.375,0.1542,1,0.0,7.0803,0.0,0.4227,0.1875,0.1953,1,0.1,7.1164,0.0,0.1248,0.5625,0.1736,1.0,0.1429,0,bnOFktu2-P3JoT34frC1ydmRqDpMqP7dIi2EQMHovxWSdq5X_uFt-1j3BcYYbtJ2cWR26TVYOaK9xw,BR1_3252673397,14.0,9.463,8.01,1
7.5714,0.0,0.2857,0.4286,0.3525,3,0.0,8.6364,0.0,0.3636,0.0588,0.1967,0,0.1667,11.0839,0.0,0.1847,0.4615,0.1963,2.0,0.1,0,bnOFktu2-P3JoT34frC1ydmRqDpMqP7dIi2EQMHovxWSdq5X_uFt-1j3BcYYbtJ2cWR26TVYOaK9xw,BR1_3252651526,14.0,11.0,5.413,1
7.8295,0.0,0.0,0.75,0.2814,2,0.0,11.803,0.0,0.1553,0.6,0.2184,1,0.1176,19.9228,0.0,0.8301,0.0,0.678,0.0,0.25,1,bnOFktu2-P3JoT34frC1ydmRqDpMqP7dIi2EQMHovxWSdq5X_uFt-1j3BcYYbtJ2cWR26TVYOaK9xw,BR1_3252635321,11.495,12.878,1.205,0
7.7857,0.0,0.0714,0.3846,0.2596,0,0.0,5.6364,0.0,0.2727,0.5556,0.3443,0,0.3333,8.1945,0.0,0.0,0.6538,0.3195,4.0,0.3125,0,bnOFktu2-P3JoT34frC1ydmRqDpMqP7dIi2EQMHovxWSdq5X_uFt-1j3BcYYbtJ2cWR26TVYOaK9xw,BR1_3252587855,14.0,11.0,16.84,1
6.9286,0.0,0.2143,0.0,0.2768,0,0.0,6.4545,0.0,0.1818,0.6,0.3374,1,0.25,,,,,,,,0,bnOFktu2-P3JoT34frC1ydmRqDpMqP7dIi2EQMHovxWSdq5X_uFt-1j3BcYYbtJ2cWR26TVYOaK9xw,BR1_3252580059,14.0,11.0,-2.788,0
6.7857,0.0,0.0714,0.3,0.1302,0,0.0,7.3636,0.0,0.0909,0.7059,0.349,4,0.2,3.2296,0.0,0.3341,0.75,0.334,2.0,0.3333,0,nYfXRXhHDbcYuqPD-TAok8WIT1ZQH2gHQNLxjKMiHNiNZP5iGUYVLHKYRP4b5mMy2ep7BEXheuliAQ,BR1_3252602473,14.0,11.0,8.979,0
5.8571,0.0,0.2143,0.5385,0.2855,3,0.0,5.9091,0.0,0.3636,0.3636,0.2265,1,0.0,4.6203,0.0,0.3509,0.3636,0.1253,0.0,0.1333,0,nYfXRXhHDbcYuqPD-TAok8WIT1ZQH2gHQNLxjKMiHNiNZP5iGUYVLHKYRP4b5mMy2ep7BEXheuliAQ,BR1_3251717178,14.0,11.0,17.098,0
7.369,0.0,0.2377,0.5455,0.2495,4,0.0,9.2896,0.0,0.4039,0.35,0.3043,6,0.1667,5.0322,0.0,0.1525,0.625,0.2852,1.0,0.1111,0,EdyMmwCyTGy1d5K6jPmSLvmZN9njLPE-IyhQ2ir5meuxe3MoIqZnx9jiw2bcVfFPTgjQBBU2Xx16ig,BR1_3252483434,12.62,12.38,6.558,0
6.9055,0.0,0.1501,0.0,0.1797,0,0.0,5.8233,0.0,0.3425,0.15,0.1355,1,0.2727,6.2658,0.0,0.2874,0.4783,0.1885,1.0,0.2632,0,EdyMmwCyTGy1d5K6jPmSLvmZN9njLPE-IyhQ2ir5meuxe3MoIqZnx9jiw2bcVfFPTgjQBBU2Xx16ig,BR1_3252474908,13.323,11.677,17.396,1
7.7857,0.0,0.2143,0.2,0.3256,0,0.0,9.0,0.0,0.2727,0.1429,0.2137,1,0.0,8.8863,0.0,0.0,0.7692,0.3471,3.0,0.0,0,EdyMmwCyTGy1d5K6jPmSLvmZN9njLPE-IyhQ2ir5meuxe3MoIqZnx9jiw2bcVfFPTgjQBBU2Xx16ig,BR1_3250244443,14.0,11.0,9.003,1
7.3846,0.0,0.1623,0.0,0.1755,0,0.0,6.9417,0.0,0.3155,0.1111,0.1512,1,0.0,3.0224,0.0,0.7556,0.0,0.0,0.0,0.5,0,EdyMmwCyTGy1d5K6jPmSLvmZN9njLPE-IyhQ2ir5meuxe3MoIqZnx9jiw2bcVfFPTgjQBBU2Xx16ig,BR1_3249049218,12.323,12.677,1.323,0
7.6429,0.0,0.0714,0.1538,0.0985,0,0.0,3.5455,0.0,0.2727,0.5,0.2236,0,0.0833,8.047,0.0,0.4877,0.5,0.1516,0.0,0.25,0,UZvjKNrQ6wVxGwy61PFcvOPItClfQhnwirB-HNy5bCH6dhMT90c5UMNz2WR_MBU56E8bdgZyeITYsw,BR1_3250933536,14.0,11.0,8.202,0
5.5181,0.0,0.2434,0.2,0.1978,0,0.0,4.5752,0.0,0.3944,0.381,0.1953,2,0.1667,1.5781,0.0,0.6763,0.5,0.2301,0.0,0.1429,0,UZvjKNrQ6wVxGwy61PFcvOPItClfQhnwirB-HNy5bCH6dhMT90c5UMNz2WR_MBU56E8bdgZyeITYsw,BR1_3250912245,12.323,12.677,4.436,0
4.7717,0.0,0.2982,0.5,0.2859,1,0.0,3.263,0.0,0.5594,0.5385,0.3473,2,0.1667,3.4776,0.0,0.3024,0.7143,0.2352,3.0,0.1429,0,UZvjKNrQ6wVxGwy61PFcvOPItClfQhnwirB-HNy5bCH6dhMT90c5UMNz2WR_MBU56E8bdgZyeITYsw,BR1_3250732437,13.413,10.726,19.841,0
7.4286,0.0,0.2857,0.3125,0.2471,2,0.2,8.5845,0.0,0.1908,0.4706,0.3515,1,0.1818,8.8607,0.0,0.4028,0.6,0.3157,2.0,0.125,0,UZvjKNrQ6wVxGwy61PFcvOPItClfQhnwirB-HNy5bCH6dhMT90c5UMNz2WR_MBU56E8bdgZyeITYsw,BR1_3250724669,14.0,10.484,2.483,1
6.3535,0.0,0.0815,0.25,0.1842,1,0.5,7.0734,0.0,0.0884,0.2857,0.2021,1,0.2,3.7641,0.0,0.941,0.6667,0.0763,0.0,0.6667,0,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252865890,12.277,11.31,1.063,1
5.6429,0.0,0.3571,0.2778,0.2154,1,0.5,4.4545,0.0,0.4545,0.2308,0.1587,0,0.1111,5.6348,0.0,0.3315,0.25,0.0836,0.0,0.0,1,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252847720,14.0,11.0,6.034,1
0.0,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252629801,14.0,11.0,-23.76,0
6.7657,0.0,0.236,0.3125,0.2026,2,0.0,6.4286,0.0,0.3255,0.3478,0.1761,1,0.3333,3.4771,0.0,0.424,0.5,0.2706,2.0,0.0,0,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252607839,12.711,12.289,11.791,1
0.3571,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,M1nMhcOhs_EnRPrbCKSJ2Mv9OyanRSKCVJoLq9HIpa6C815FON_myx6YOgKRMhUFsJIR9kRyOx4iXQ,BR1_3252604978,14.0,11.0,-23.45,1
5.4286,0.0,0.4286,0.0,0.1819,0,0.0,8.8182,0.0,0.2727,0.25,0.1238,0,0.2222,11.096,0.0,0.2412,0.25,0.1802,1.0,0.0,0,Qr-OWwA5xByikrXhi90VZOTXf8Q6M3OSU1uQPbIFz8DaVmpsC-wgouOB6VqPicqHFuFmEnL98wMYDg,BR1_3252587374,14.0,11.0,12.437,0
6.7603,0.0,0.1779,0.4545,0.2681,2,0.0,7.1958,0.0,0.2181,0.4,0.2227,1,0.1,9.036,0.0,0.1174,0.6923,0.1981,0.0,0.1,1,Qr-OWwA5xByikrXhi90VZOTXf8Q6M3OSU1uQPbIFz8DaVmpsC-wgouOB6VqPicqHFuFmEnL98wMYDg,BR1_3252572452,11.242,13.758,8.521,1
7.2143,0.0,0.2143,0.2857,0.3577,1,0.0,6.6364,0.0,0.2727,0.5833,0.2224,0,0.1,3.7646,0.0,0.4113,0.5745,0.195,1.0,0.1034,0,Qr-OWwA5xByikrXhi90VZOTXf8Q6M3OSU1uQPbIFz8DaVmpsC-wgouOB6VqPicqHFuFmEnL98wMYDg,BR1_3252287664,14.0,11.0,31.61,1
6.4224,0.0,0.3058,0.2,0.224,0,0.0,4.7816,0.0,0.3355,0.5833,0.2141,1,0.125,15.5987,0.0,0.0,1.0,0.269,0.0,0.0,0,Qr-OWwA5xByikrXhi90VZOTXf8Q6M3OSU1uQPbIFz8DaVmpsC-wgouOB6VqPicqHFuFmEnL98wMYDg,BR1_3252113998,13.079,11.921,1.474,0
6.7857,0.0,0.0,0.2273,0.1952,1,0.2,5.445,0.0,0.2094,0.3889,0.1464,0,0.1818,5.4394,0.0,0.3547,0.2143,0.188,1.0,0.0769,0,yCVePHi0rJKGCczbQJOC2OleJBabcUccDplQCsGAdU4IvXs7zU896F6pxstjQygwnwSSxJcIMaXSXg,BR1_3250337773,14.0,9.55,8.457,1
6.7143,0.0,0.0714,0.6154,0.348,1,0.2,10.581,0.0,0.0,0.5,0.2607,0,0.0,5.6443,0.0,0.2213,0.5556,0.2094,0.0,0.3333,0,yCVePHi0rJKGCczbQJOC2OleJBabcUccDplQCsGAdU4IvXs7zU896F6pxstjQygwnwSSxJcIMaXSXg,BR1_3250178677,14.0,6.521,9.036,1
6.8571,0.0,0.2143,0.4,0.132,0,0.0,6.0,0.0,0.0909,0.7222,0.277,0,0.25,8.0817,0.0,0.2277,0.7692,0.2362,0.0,0.125,0,yCVePHi0rJKGCczbQJOC2OleJBabcUccDplQCsGAdU4IvXs7zU896F6pxstjQygwnwSSxJcIMaXSXg,BR1_3250170452,14.0,11.0,8.785,0
8.5697,0.0,0.0726,0.5556,0.2828,0,0.0,7.3677,0.0,0.0,0.6,0.1907,0,0.0,5.5785,0.0,0.2231,0.6667,0.3088,0.0,0.1579,0,m80GvtA5xoIu4hmN1V135z3R-gcMn82VUcEzCKplbHB_5JUXOrDZZfnwWRSDzhuxHYFxDpuC_lyalA,BR1_3252540780,13.769,9.908,13.444,0
3.2027,0.0,0.4575,0.0,0.2086,0,,5.1542,0.0,0.4616,0.3333,0.1672,0,0.1875,14.0509,0.0,0.0,0.0,0.1359,0.0,0.5,0,m80GvtA5xoIu4hmN1V135z3R-gcMn82VUcEzCKplbHB_5JUXOrDZZfnwWRSDzhuxHYFxDpuC_lyalA,BR1_3252534514,8.743,12.999,0.712,0
2.9286,0.0,0.0,0.25,0.2632,1,0.0,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,m80GvtA5xoIu4hmN1V135z3R-gcMn82VUcEzCKplbHB_5JUXOrDZZfnwWRSDzhuxHYFxDpuC_lyalA,BR1_3251490006,14.0,11.0,-18.984,1
7.1701,0.0,0.1509,0.3636,0.163,1,0.0,8.8178,0.0,0.126,0.1818,0.1282,1,0.1111,2.8805,0.0,0.24,0.5172,0.1471,1.0,0.1111,0,m80GvtA5xoIu4hmN1V135z3R-gcMn82VUcEzCKplbHB_5JUXOrDZZfnwWRSDzhuxHYFxDpuC_lyalA,BR1_3251474283,13.249,7.938,20.83,1
8.5837,0.0,0.0,0.2857,0.2558,4,0.0,3.1691,0.0,0.0,0.1667,0.1149,1,0.0,,,,,,,,0,m80GvtA5xoIu4hmN1V135z3R-gcMn82VUcEzCKplbHB_5JUXOrDZZfnwWRSDzhuxHYFxDpuC_lyalA,BR1_3251466894,10.485,14.515,-9.775,1
7.0821,0.0,0.0753,0.5714,0.2111,1,0.0,4.4725,0.0,0.0895,0.7333,0.2577,0,0.0,5.0425,0.0,0.1785,0.381,0.1745,0.0,0.0556,1,WfQFroIeu7S-hjA5QQlOPfCO8tLhyzdrtEt3WmXiAwE-h8t6kI1Ze18Nh6SKWXqbTqm4YSwk2aQA9g,BR1_3252864196,13.273,11.179,22.409,1
5.774,0.0,0.3447,0.5,0.1967,1,0.0,3.0907,0.0,0.6868,0.7,0.1982,0,0.1111,6.024,0.0,0.2738,0.6667,0.1281,0.0,0.0,0,WfQFroIeu7S-hjA5QQlOPfCO8tLhyzdrtEt3WmXiAwE-h8t6kI1Ze18Nh6SKWXqbTqm4YSwk2aQA9g,BR1_3252855502,11.604,8.736,3.652,0
0.2143,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,,0,,,,,,,,,0,WfQFroIeu7S-hjA5QQlOPfCO8tLhyzdrtEt3WmXiAwE-h8t6kI1Ze18Nh6SKWXqbTqm4YSwk2aQA9g,BR1_3250833107,14.0,11.0,-23.608,1
6.753,0.0,0.1688,0.25,0.2367,0,0.0,6.7663,0.0,0.1521,0.5,0.1926,1,0.0909,6.9172,0.0,0.1032,0.7333,0.2837,0.0,0.4,0,WfQFroIeu7S-hjA5QQlOPfCO8tLhyzdrtEt3WmXiAwE-h8t6kI1Ze18Nh6SKWXqbTqm4YSwk2aQA9g,BR1_3250816493,11.847,13.153,9.686,1
6.2237,0.0,0.0,0.2,0.1476,0,0.0,6.0852,0.0,0.4347,0.5455,0.1936,1,0.2143,13.3638,0.0,1.2149,1.0,0.3492,0.0,0.0,0,CyeEbdZfQwqsTBka7T0Vksmo5ba972oyZWhxvwpIAxPReKgFGevCsxmjX_L_kPLHFmu4DGidHzhQEQ,BR1_3251600395,13.497,11.503,0.823,0
5.2143,0.0,0.2143,0.2222,0.1535,0,0.0,3.8182,0.0,0.1818,0.25,0.12,1,0.0,,,,,,,,0,ur7lCS205A8n2DGoh3dE6dMgObFK2et4UWlkiLoD5lW2tPyYBvowQMRQJVdWVkt8RQ7IIxaZVYmQbA,BR1_3251145246,14.0,11.0,-5.356,0
7.0,0.0,0.0,0.0,0.0849,0,0.0,6.1818,0.0,0.0909,0.5882,0.2685,2,0.375,5.8333,0.0,0.0989,0.75,0.3899,2.0,0.0667,0,ur7lCS205A8n2DGoh3dE6dMgObFK2et4UWlkiLoD5lW2tPyYBvowQMRQJVdWVkt8RQ7IIxaZVYmQbA,BR1_3250401061,14.0,11.0,10.114,0
3.8628,0.0,0.303,0.3636,0.1535,0,0.0,5.2555,0.0,0.5086,0.4,0.1769,1,0.4,9.2365,0.0,0.0,0.0,0.2536,0.0,0.0,0,mddREOuXPBvaOKX5sK1UL256rkDZUPP_3R1vyGt_GrVqCVPMzSQMjzNyP-6GWLad4KkTDC3ynyfSOg,BR1_3252853553,13.203,11.797,0.65,0
